Latitude,Longitude,Count
40.3921,-91.926,206
47.3726,-96.2655,206
43.352,-85.0442,206
39.2164,-96.1788,206
38.7129,-99.3321,206
39.3395,-98.4708,206
47.5621,-109.3773,206
31.6048,-90.0022,206
32.6805,-81.2433,206
33.2021,-80.6456,206
44.4379,-96.8901,206
30.9801,-85.6223,207
47.6796,-97.9897,207
40.0737,-98.3287,207
36.3818,-89.3523,207
40.997,-79.7263,207
31.0102,-85.7428,207
32.1994,-88.0494,207
33.6516,-87.9286,207
35.3018,-93.8679,207
38.0333,-89.24,207
34.5027,-83.1967,207
40.8264,-93.6073,207
41.4521,-92.0905,207
40.6213,-95.1212,207
41.6427,-94.27,207
39.9303,-84.5091,207
37.2729,-94.6052,207
46.3441,-86.9313,207
48.3327,-117.2963,208
37.9926,-80.3576,208
32.0008,-96.3826,208
33.468,-99.5236,208
46.8004,-96.8332,208
39.8153,-79.3325,208
30.9784,-84.7379,208
40.4495,-87.2534,208
38.8366,-84.8293,208
40.9864,-81.9948,208
39.0527,-93.833,208
37.4287,-90.167,208
40.1442,-92.0099,208
34.8726,-88.6428,208
33.6705,-96.2409,209
47.1696,-98.4587,209
40.7585,-75.4013,209
41.1506,-76.3693,209
33.0557,-85.6371,209
39.7422,-89.7782,209
42.0793,-92.4036,209
42.191,-111.4042,209
40.5417,-111.473,209
40.1753,-94.823,209
39.2499,-96.3145,209
34.2146,-89.9481,209
36.7238,-85.9561,209
47.4229,-119.1176,210
32.3618,-92.9788,210
46.0866,-100.6301,210
40.625,-80.422,210
32.3424,-87.7761,210
39.7037,-91.1517,210
38.2798,-89.1921,210
33.1851,-84.2123,210
41.1991,-92.0923,210
42.4784,-93.6428,210
35.6502,-99.9239,210
36.9237,-97.3352,210
36.5978,-91.646,210
37.005,-89.5263,210
48.2995,-95.6236,210
38.8902,-84.2484,210
35.2034,-76.645,211
41.3306,-102.1437,211
41.3215,-102.9745,211
33.9873,-87.4876,211
38.2648,-89.5037,211
38.2495,-88.3456,211
41.1023,-90.7991,211
41.0178,-84.5853,211
46.4697,-95.2337,211
46.1205,-93.5224,211
44.8871,-93.1612,211
41.7557,-104.8229,212
33.0001,-93.8949,212
40.5207,-80.1333,212
41.2157,-88.5046,212
41.0322,-93.4611,212
38.0242,-93.2294,212
38.6702,-91.5599,212
38.7377,-97.6841,212
37.4903,-87.502,212
48.5575,-119.7513,213
41.907,-79.7465,213
62.8994,-160.1072,213
39.3577,-89.5323,213
41.1093,-90.3988,213
39.5919,-89.4258,213
39.58,-87.5877,213
32.5594,-83.1535,213
39.2998,-86.6499,213
40.871,-93.7918,213
39.9981,-84.3392,213
43.5805,-85.4481,213
37.9592,-98.4089,213
39.0689,-96.1671,213
34.2823,-79.4723,213
45.4872,-117.4297,213
30.9895,-92.5794,214
42.4507,-96.579,214
41.8029,-76.8607,214
60.7858,-148.6442,214
37.5787,-88.7726,214
38.4913,-88.9033,214
40.4655,-90.0948,214
31.0733,-82.6489,214
38.3724,-110.7138,214
44.4089,-93.0302,214
43.254,-98.6974,214
44.7382,-98.5089,214
30.2172,-95.4133,215
46.4521,-101.2327,215
40.7913,-96.933,215
34.086,-84.9876,215
40.8202,-95.7488,215
38.9192,-75.9535,215
36.0571,-89.8705,215
44.0396,-95.3193,215
37.6366,-99.7538,215
44.9522,-90.4348,216
36.3255,-77.5901,216
35.3619,-91.5102,216
42.7976,-72.8192,216
39.5593,-90.4329,216
41.1096,-89.9735,216
41.0053,-88.8932,216
41.7263,-95.4755,216
38.9776,-82.3374,216
39.7888,-81.5565,216
45.7731,-86.553,216
39.5414,-100.5671,216
31.43,-92.4829,217
35.9895,-84.5575,217
40.5601,-78.5472,217
40.3876,-78.717,217
41.2731,-80.1397,217
39.8083,-85.2907,217
41.9244,-95.8507,217
36.5096,-98.4486,217
41.3404,-83.2922,217
43.7359,-94.4363,217
48.1794,-93.8093,217
37.7093,-95.697,217
44.7338,-122.1512,217
47.7596,-118.5199,218
38.379,-78.2586,218
45.1885,-92.3876,218
38.7138,-79.9766,218
37.4182,-81.2417,218
35.596,-77.6981,218
41.9785,-100.5754,218
57.2176,-153.339,218
34.6211,-93.7859,218
35.4914,-90.9726,218
39.3897,-87.3002,218
39.7767,-85.8536,218
40.6429,-92.0685,218
41.8452,-94.307,218
43.2308,-93.9114,218
35.86,-95.9752,218
36.6147,-101.1936,218
38.5599,-82.7274,218
39.1293,-94.0857,218
36.6294,-93.1576,218
48.7321,-96.6636,218
37.6002,-95.0748,218
46.9996,-109.8732,218
45.1544,-98.4984,218
37.2642,-78.682,219
37.0811,-78.7485,219
30.0943,-97.7431,219
46.3758,-101.9517,219
40.343,-77.3062,219
39.298,-102.8695,219
33.9029,-87.5568,219
36.251,-92.8441,219
39.4586,-89.4079,219
43.4806,-93.9202,219
35.0711,-98.8744,219
47.4675,-116.8036,219
48.241,-116.2921,219
39.5883,-94.9236,219
38.6717,-91.3392,219
37.941,-93.2127,219
43.6443,-96.0753,219
43.88,-99.6018,219
32.2096,-96.0381,220
36.2015,-77.2398,220
41.2853,-98.5693,220
40.9446,-96.9855,220
40.3743,-78.7761,220
34.3738,-91.1374,220
42.4327,-87.9785,220
34.0046,-83.8128,220
32.606,-83.246,220
42.5269,-92.7115,220
34.4005,-97.0514,220
40.5609,-81.495,220
40.6021,-84.0864,220
40.8995,-83.7271,220
37.4803,-113.3097,220
37.5638,-112.002,220
37.1018,-93.9483,220
39.0047,-94.0659,220
46.257,-92.8696,220
38.0896,-96.8875,220
38.424,-94.8433,220
42.9717,-89.0317,221
30.9511,-85.4019,221
32.1104,-101.3668,221
35.9592,-78.0511,221
46.4854,-100.2807,221
40.7669,-80.3148,221
32.9938,-87.9071,221
31.4092,-86.4842,221
33.7109,-91.4522,221
39.0999,-89.7463,221
40.9354,-88.2354,221
39.2077,-88.2431,221
40.587,-93.5232,221
43.4445,-111.3288,221
39.9985,-84.7931,221
40.4759,-81.348,221
38.8994,-93.3592,221
33.7226,-89.0597,221
45.3119,-90.9567,222
42.2134,-104.5178,222
31.9617,-92.7758,222
42.2758,-97.1909,222
41.0284,-97.4011,222
59.2954,-158.6922,222
35.3606,-93.5389,222
40.4744,-90.2951,222
40.4117,-85.4261,222
41.1327,-92.0825,222
36.5611,-97.1529,222
41.6596,-81.4543,222
36.8243,-89.3267,222
45.5628,-94.9469,222
45.5576,-96.7141,222
38.4399,-95.0817,222
31.4961,-89.745,222
45.4251,-91.4145,223
31.4934,-93.4597,223
32.6921,-82.5136,223
43.3648,-93.4581,223
42.229,-95.9312,223
40.8189,-93.9634,223
42.465,-95.6757,223
36.6665,-98.1813,223
39.9515,-82.2168,223
37.6814,-112.1588,223
38.3915,-90.5907,223
39.3799,-94.792,223
45.7353,-93.9486,223
47.5375,-95.9865,223
42.9696,-90.8591,224
39.3862,-79.1555,224
35.9451,-104.1963,224
28.8464,-96.4649,224
48.0769,-99.262,224
42.6869,-75.5688,224
42.6415,-78.1347,224
37.8074,-89.0787,224
38.9873,-89.7644,224
32.5214,-81.5331,224
33.7555,-83.1737,224
39.056,-87.5673,224
42.2304,-96.0971,224
45.6013,-94.8594,224
45.2622,-83.6989,224
44.6384,-112.5919,224
37.298,-84.2157,224
43.0671,-98.5295,224
37.1371,-76.8333,225
39.0813,-79.6455,225
36.5411,-104.5431,225
33.8992,-100.8561,225
40.0101,-97.6181,225
41.1732,-76.287,225
31.265,-88.0284,225
35.1252,-91.6456,225
39.1088,-90.4997,225
42.2812,-93.1718,225
37.9228,-111.4318,225
39.929,-95.6948,225
44.7941,-96.4574,225
40.4652,-96.8512,226
42.8314,-98.467,226
39.8138,-89.5683,226
42.8124,-95.7126,226
41.3237,-84.2004,226
44.0705,-95.6672,226
45.1016,-96.93,226
45.9005,-100.2885,226
37.5852,-75.7838,227
33.1917,-94.3519,227
40.3232,-98.5961,227
31.1664,-85.9102,227
31.2382,-86.3211,227
34.0274,-88.1678,227
38.9958,-88.0218,227
41.3843,-89.8388,227
33.4626,-82.7055,227
39.3458,-91.3412,227
40.1923,-95.3743,227
38.3119,-92.1659,227
44.1007,-85.4588,227
39.4319,-96.6146,227
34.9096,-81.7526,227
32.6812,-81.1877,227
37.7355,-85.0701,227
38.8621,-77.7745,228
46.6523,-97.2499,228
47.497,-101.3654,228
41.7346,-96.5057,228
40.949,-99.5081,228
40.0173,-78.9069,228
34.3591,-91.7931,228
41.7959,-87.841,228
33.8701,-83.1102,228
33.4566,-85.1304,228
43.3962,-111.2714,228
46.0922,-115.9764,228
45.9481,-94.53,228
38.0539,-97.1277,228
43.2666,-98.1592,228
30.5216,-93.0428,229
35.5401,-79.7789,229
36.1116,-76.9412,229
40.1158,-79.8936,229
40.8133,-78.792,229
39.9744,-80.044,229
36.1612,-92.1064,229
39.4814,-89.1949,229
40.3723,-89.8325,229
39.2042,-85.3273,229
40.0236,-85.1835,229
40.829,-81.444,229
36.7897,-90.0918,229
37.4792,-93.6739,229
43.9331,-93.6974,229
43.7273,-83.2671,229
39.4705,-100.744,229
39.8151,-95.4117,229
37.3832,-87.6415,229
38.2793,-85.6296,229
45.8821,-98.1517,229
37.6062,-75.6897,230
30.4871,-95.9899,230
31.0252,-95.7539,230
32.4565,-93.2683,230
36.1813,-77.2243,230
40.4649,-98.6509,230
43.6292,-75.4107,230
39.976,-76.5846,230
38.7627,-102.7955,230
39.3995,-89.8077,230
42.1642,-94.2551,230
43.2809,-93.3789,230
40.3242,-84.569,230
40.4777,-82.6818,230
37.6197,-94.0113,230
46.6795,-92.8726,230
38.5193,-95.9576,230
32.6513,-93.0254,231
34.6516,-77.9586,231
48.0837,-97.4678,231
40.8525,-101.5277,231
42.3861,-96.5914,231
61.5419,-160.3338,231
37.7151,-89.4831,231
40.5404,-87.6796,231
41.7234,-86.8672,231
41.9678,-90.3816,231
41.1342,-91.5444,231
40.7897,-80.6275,231
40.1814,-80.8868,231
40.624,-84.2604,231
39.5313,-112.2855,231
36.5755,-93.6711,231
43.7491,-95.9483,231
33.7321,-79.5132,231
38.2981,-85.5873,231
39.091,-84.4729,231
37.1156,-79.9514,232
41.0063,-98.0098,232
42.8249,-99.7475,232
41.6143,-75.2873,232
36.4553,-90.1428,232
38.1994,-86.3453,232
40.2695,-82.3545,232
36.4553,-90.1428,232
37.5454,-90.2876,232
39.6692,-91.5387,232
44.1778,-96.1047,232
34.4013,-88.8721,232
38.152,-83.5044,232
38.9143,-75.3085,233
32.5251,-101.7158,233
48.5351,-97.6375,233
33.8182,-93.8971,233
33.1934,-82.5288,233
34.6581,-96.7665,233
38.4997,-84.6031,233
39.1664,-75.448,234
40.9243,-80.1468,234
36.2719,-92.2819,234
39.0716,-89.7637,234
32.1965,-84.1454,234
38.3493,-94.589,234
38.2649,-98.9823,234
33.8497,-81.6097,234
37.0468,-86.2506,234
39.0718,-75.4757,235
42.5801,-90.0234,235
26.6717,-80.0757,235
40.8143,-95.9215,235
41.0259,-78.7862,235
40.4894,-87.5164,235
39.2827,-85.8691,235
43.243,-95.155,235
43.9953,-95.9534,235
37.622,-96.2275,235
39.6109,-100.0013,235
43.9063,-96.6578,235
43.244,-108.689,236
46.5505,-96.9375,236
41.0063,-97.6073,236
40.5374,-96.7866,236
40.8197,-78.8297,236
65.2521,-166.3388,236
38.176,-88.9662,236
31.2988,-84.717,236
41.5836,-92.0045,236
41.7084,-83.8384,236
36.5238,-92.1442,236
46.982,-95.9119,236
46.2985,-109.2538,236
38.6549,-84.9466,236
44.6731,-103.5539,236
39.8054,-75.486,237
29.8641,-94.1348,237
40.3931,-97.1984,237
41.5891,-75.3275,237
41.2783,-77.2275,237
70.4829,-157.3864,237
34.3649,-92.7762,237
35.6625,-91.8493,237
40.6756,-89.006,237
39.4154,-87.0752,237
41.8304,-95.9264,237
42.5756,-95.7202,237
42.5206,-114.8719,237
40.1367,-83.3416,237
39.7226,-94.6404,237
38.9751,-93.495,237
44.9461,-94.8801,237
45.2732,-84.6052,237
43.3554,-82.6371,237
38.5198,-99.1977,237
38.1936,-99.5261,237
33.1798,-81.1854,237
45.4462,-119.688,237
34.5949,-106.0317,238
42.688,-103.8824,238
39.3038,-102.4234,238
37.3655,-89.0187,238
38.3758,-89.1805,238
41.3179,-92.9227,238
39.0315,-75.782,238
39.6955,-83.1139,238
36.8283,-93.1969,238
38.3299,-90.6582,238
45.6894,-96.0143,238
39.1266,-100.6312,238
48,-118.9528,239
37.9257,-75.7225,239
30.9647,-91.9837,239
47.1592,-97.5681,239
43.5649,-75.4281,239
43.7351,-76.1344,239
40.962,-103.1142,239
35.6678,-91.2539,239
33.4007,-83.5883,239
39.8326,-86.2004,239
41.2844,-91.3397,239
41.8841,-92.9222,239
42.8602,-94.9829,239
43.5056,-95.6889,239
38.1194,-97.2581,239
33.6276,-81.3085,239
44.4948,-122.8243,239
42.7644,-87.7809,240
48.8774,-102.5643,240
40.5315,-96.0239,240
40.926,-96.2812,240
41.7154,-75.4819,240
40.4963,-90.5634,240
41.4547,-92.2382,240
45.701,-93.6512,240
45.7684,-91.2178,241
32.5364,-98.4249,241
41.7727,-80.1121,241
70.1225,-143.6259,241
38.4449,-87.9975,241
38.93,-88.0278,241
38.3913,-89.4868,241
39.6261,-85.3021,241
34.8477,-99.0227,241
38.302,-111.4208,241
36.8308,-90.822,241
38.7896,-95.9622,241
48.5023,-104.5018,241
42.6927,-120.5454,241
48.8616,-117.3707,242
30.9633,-89.8177,242
47.2847,-101.9233,242
40.9746,-97.1732,242
32.1049,-87.8612,242
33.3608,-93.7142,242
44.639,-72.8788,242
41.4657,-89.0815,242
41.8492,-89.0151,242
43.2229,-93.7927,242
41.0238,-94.613,242
35.6494,-95.6542,242
40.6953,-81.7025,242
41.2665,-82.3039,242
43.65,-93.246,242
44.285,-92.4264,242
43.7143,-86.1262,242
37.9665,-98.0923,242
33.3787,-90.3461,242
45.6914,-120.7432,242
37.4158,-81.4463,243
30.1215,-97.8724,243
40.8969,-97.4615,243
40.3069,-87.701,243
41.148,-88.8722,243
38.462,-86.2732,243
41.5303,-86.6974,243
41.7754,-94.3572,243
36.3882,-98.1779,243
44.4178,-95.5535,243
48.1498,-104.9142,243
30.0636,-82.2391,244
43.6441,-108.1979,244
41.7317,-105.9752,244
30.467,-96.2035,244
31.8788,-96.3307,244
32.0836,-93.8088,244
35.1886,-76.6651,244
40.7965,-96.1191,244
40.1345,-78.2665,244
33.5102,-92.4011,244
36.4502,-95.8958,244
35.7607,-95.5455,244
41.0519,-83.3191,244
38.79,-83.9673,244
39.7969,-81.3355,244
44.0087,-93.7835,244
39.7616,-99.1195,244
45.0114,-89.2088,245
44.1203,-88.0992,245
35.3706,-83.2526,245
31.3007,-86.3976,245
33.5877,-93.2798,245
42.4747,-90.5429,245
38.5184,-87.524,245
41.1919,-95.4268,245
38.0454,-92.705,245
43.9238,-94.4352,245
44.6279,-97.6387,245
33.0149,-99.0534,246
32.2591,-91.7473,246
33.3574,-93.4358,246
40.2368,-84.9159,246
37.4985,-89.7296,246
37.6942,-94.4681,246
39.1924,-94.6221,246
38.0192,-94.1167,246
38.7563,-83.8845,246
38.1353,-80.2136,247
35.7253,-85.9199,247
38.1079,-103.5111,247
34.5986,-90.7522,247
41.0238,-90.3535,247
40.2044,-87.1482,247
41.1114,-95.638,247
41.7422,-90.7824,247
41.9803,-92.715,247
36.2471,-98.1867,247
46.8587,-116.3933,247
39.1047,-93.4854,247
46.324,-95.0902,247
37.9806,-96.1641,247
37.589,-99.4756,247
48.007,-106.4553,247
47.3222,-109.9481,247
32.357,-101.0132,248
40.6587,-100.6222,248
35.0221,-90.6815,248
39.8078,-82.9837,248
39.194,-93.3636,248
46.8209,-94.5147,248
32.0441,-88.8844,248
37.0364,-76.924,249
32.2549,-93.166,249
31.6899,-93.6832,249
30.6823,-90.6545,249
35.4702,-76.8119,249
48.627,-101.3761,249
48.9619,-101.6329,249
41.2343,-103.4866,249
40.8102,-80.424,249
42.3916,-88.3894,249
34.3093,-83.6381,249
42.9157,-93.4734,249
42.0051,-94.972,249
39.2248,-111.8542,249
38.9785,-92.5633,249
44.0349,-107.4483,250
32.0999,-96.6377,250
42.5313,-75.0888,250
40.3248,-103.5223,250
37.8899,-88.3054,250
38.3615,-88.5353,250
41.114,-89.1958,250
40.4095,-85.5728,250
42.5851,-91.3415,250
42.8398,-91.6594,250
33.956,-94.9349,250
36.0918,-97.3603,250
41.7733,-112.445,250
37.8416,-82.4223,250
45.0272,-89.6578,251
40.0436,-74.0512,251
40.1126,-102.4885,251
31.7222,-82.6968,251
33.8171,-83.4372,251
41.2731,-94.8707,251
35.2175,-99.5038,251
38.3966,-111.5894,251
45.4619,-87.6044,251
26.0712,-97.9587,252
33.6213,-100.8368,252
35.4128,-90.2973,252
42.0204,-91.3578,252
42.9092,-94.0836,252
35.5824,-94.8186,252
39.9829,-95.1883,252
40.1272,-93.388,252
45.714,-95.2694,252
44.0382,-85.4537,252
36.2253,-76.9316,253
36.5142,-77.1893,253
47.8828,-100.242,253
40.8385,-99.2693,253
38.2328,-103.6633,253
31.8368,-81.6839,253
42.2958,-90.6235,253
43.3306,-93.0687,253
42.604,-91.0726,253
35.6631,-95.1985,253
35.4056,-96.8418,253
36.4622,-97.7273,253
40.0348,-93.16,253
40.2432,-93.5923,253
39.8699,-94.1416,253
39.8397,-95.7281,253
32.7521,-93.8371,254
41.7005,-97.6942,254
40.4698,-98.5585,254
38.4137,-105.1913,254
38.4893,-87.5406,254
34.0321,-95.696,254
39.3439,-83.6001,254
43.9395,-82.7149,254
27.8612,-81.5617,255
35.7735,-106.6907,255
41.1562,-99.1532,255
31.7182,-86.1242,255
31.3579,-86.4673,255
35.3636,-91.8294,255
39.3776,-89.6527,255
40.9958,-88.2037,255
41.4359,-85.1441,255
43.0555,-92.0341,255
39.5523,-83.7856,255
40.3586,-110.2886,255
39.7455,-93.6287,255
46.1739,-95.9155,255
43.9306,-95.9512,255
38.8448,-96.5923,255
39.1142,-100.4684,255
39.0545,-96.2382,255
34.4998,-88.4726,255
34.2561,-89.2211,255
40.1089,-96.9374,256
40.7241,-80.3133,256
39.7921,-79.9126,256
32.8534,-82.9577,256
37.0817,-94.3096,256
38.5684,-90.8807,256
43.6139,-92.4266,256
44.1916,-83.9322,256
33.7921,-90.8592,256
33.2416,-81.4622,256
45.8558,-96.9173,256
43.5453,-90.1436,257
36.5495,-105.2594,257
32.322,-90.9414,257
35.8744,-76.4033,257
46.7149,-97.0649,257
40.0148,-88.7237,257
40.5358,-84.9633,257
36.1338,-98.5509,257
41.9757,-112.2405,257
36.5807,-92.6638,257
39.3449,-95.1166,257
30.1485,-96.6908,258
30.7639,-96.3193,258
46.9263,-97.6759,258
41.9891,-76.1277,258
40.7585,-103.0662,258
64.3632,-161.2079,258
65.1746,-152.0696,258
31.7916,-87.7397,258
35.4026,-90.9943,258
36.5402,-95.2221,258
39.0122,-98.3946,258
43.7579,-122.5095,258
35.1954,-81.534,259
46.447,-96.7293,259
41.4013,-98.394,259
41.1877,-75.7552,259
64.7026,-158.2512,259
34.608,-92.0105,259
41.5336,-88.3852,259
32.8816,-82.4713,259
40.353,-84.6426,259
41.8275,-111.3243,259
37.6375,-89.6197,259
47.1904,-97.2132,260
40.1783,-96.0888,260
40.0512,-76.9408,260
33.821,-86.7198,260
40.5877,-88.3786,260
31.7199,-84.3478,260
41.6182,-96.012,260
43.1968,-92.417,260
47.4006,-116.9194,260
43.5081,-91.4635,260
42.1048,-85.0783,260
32.5413,-93.2373,261
32.597,-93.3313,261
40.3367,-77.5122,261
31.7769,-85.2955,261
33.1212,-91.5465,261
44.3519,-72.3521,261
39.7848,-91.1818,261
32.5887,-81.5062,261
43.2181,-94.428,261
42.0971,-95.3175,261
41.9205,-92.3945,261
36.5319,-98.1514,261
41.3196,-84.0353,261
40.4629,-82.8281,261
47.6022,-110.2663,261
38.5205,-84.3836,261
43.9036,-99.862,261
44.3679,-97.8495,261
38.9469,-78.4397,262
32.9735,-93.9968,262
32.9206,-91.6751,262
36.0823,-78.0576,262
35.819,-77.3146,262
36.0082,-83.0913,262
41.1774,-89.2097,262
40.1724,-87.0726,262
41.9086,-94.8232,262
38.5348,-99.0534,262
38.4877,-95.2707,262
37.3776,-85.9011,262
43.3719,-96.9872,262
43.7097,-106.6379,263
29.9063,-96.6758,263
32.2443,-93.0158,263
42.2048,-98.7486,263
33.6962,-93.5348,263
35.6294,-91.4611,263
40.6733,-88.1134,263
32.8218,-82.2346,263
36.5466,-97.8324,263
39.9995,-83.6228,263
39.2811,-82.395,263
40.2916,-80.675,263
39.7861,-93.3862,263
47.6085,-96.8121,263
42.9934,-82.7654,263
38.0631,-94.6925,263
38.7737,-97.8649,263
34.7166,-81.0197,263
33.5837,-99.7929,264
32.6893,-91.8718,264
32.1164,-93.1171,264
35.951,-86.0972,264
67.0877,-157.8722,264
34.5374,-86.0899,264
40.1835,-89.5831,264
39.5645,-90.6501,264
34.0427,-83.0386,264
38.3685,-95.9919,264
38.517,-98.1545,264
38.4278,-83.8618,264
44.8809,-97.4616,264
39.2272,-75.6645,265
39.0754,-79.6299,265
47.3243,-97.7193,265
35.3779,-88.3662,265
40.0589,-77.608,265
39.9456,-88.4569,265
42.989,-93.9581,265
44.6218,-95.4115,265
37.7985,-95.9496,265
33.3452,-89.0458,265
38.8304,-82.136,266
31.9178,-96.4265,266
36.0966,-89.1184,266
40.3933,-78.4357,266
37.6885,-108.0315,266
31.4097,-87.2394,266
36.3199,-90.6025,266
42.9395,-94.6828,266
41.0887,-84.4201,266
38.9251,-111.2522,266
47.7105,-118.9369,267
39.2066,-81.1544,267
37.4642,-81.8111,267
32.2684,-98.8272,267
30.3577,-95.1003,267
32.5472,-99.1665,267
32.1631,-92.9768,267
35.1569,-88.4299,267
40.3948,-104.6893,267
39.927,-87.7402,267
42.8269,-93.9813,267
39.8139,-94.5508,267
40.1483,-92.3789,267
38.7437,-94.0697,267
37.8989,-94.2307,267
39.8767,-93.1868,267
44.725,-85.8449,267
37.8475,-94.9754,267
38.6969,-84.9073,267
48.5046,-119.5109,268
31.2361,-96.2574,268
41.674,-96.2167,268
35.8367,-90.3675,268
34.0299,-93.5057,268
33.7015,-93.0239,268
41.2651,-89.126,268
39.1378,-89.8127,268
39.1002,-89.8254,268
32.3904,-81.9566,268
38.1091,-87.0316,268
42.7331,-93.3701,268
42.3685,-91.8445,268
43.3534,-93.2106,268
38.7451,-93.8449,268
47.9439,-94.4446,268
32.0722,-89.2626,268
44.5671,-88.4678,269
31.9168,-96.8947,269
34.2812,-78.1529,269
41.8636,-75.5141,269
40.6892,-75.9928,269
66.8813,-157.1517,269
35.0448,-92.7935,269
39.0785,-89.802,269
38.383,-87.9106,269
34.984,-83.3314,269
41.5812,-92.3732,269
34.8724,-97.0541,269
35.6655,-97.3255,269
42.4095,-113.58,269
38.968,-77.141,269
40.2878,-95.0796,269
39.7829,-97.8958,269
37.1881,-87.551,269
43.5734,-91.2261,270
45.0497,-92.1243,270
41.8996,-106.2019,270
35.1371,-76.7405,270
40.8835,-97.747,270
41.1929,-87.4462,270
41.214,-91.5367,270
32.1781,-97.2604,271
40.3357,-97.5648,271
64.3077,-149.155,271
34.4057,-91.4108,271
30.8756,-84.4312,271
40.0376,-81.4443,271
45.2231,-95.3935,271
38.5123,-98.3958,271
32.86,-81.2385,271
37.3359,-86.9909,271
44.6057,-89.8548,272
39.2711,-79.3662,272
39.0768,-78.5932,272
30.4379,-85.879,272
31.9832,-102.6163,272
44.4464,-75.6935,272
59.1287,-161.5758,272
44.5251,-111.3581,272
40.9063,-82.769,272
36.9911,-89.6865,272
34.4545,-90.4778,272
43.0776,-98.9468,272
39.8078,-75.4804,273
35.1937,-78.6489,273
48.2663,-100.8448,273
40.2511,-100.3104,273
35.3685,-89.5714,273
39.5091,-106.3703,273
40.1178,-105.3916,273
41.0309,-87.8584,273
42.194,-95.3271,273
40.0528,-84.1285,273
37.1478,-113.0548,273
45.8973,-94.0937,273
38.3287,-94.9897,273
38.249,-85.5747,273
34.4638,-85.878,274
36.4148,-92.9065,274
39.4582,-88.4963,274
37.8427,-89.1295,274
40.5255,-80.6315,274
37.1794,-96.7161,274
38.6362,-99.9328,274
40.5005,-97.3883,275
35.2293,-88.8299,275
40.2255,-78.366,275
65.7019,-156.3382,275
40.8639,-90.9568,275
31.0465,-83.3907,275
38.4811,-75.8319,275
39.5873,-95.0245,275
37.2616,-94.3344,275
48.0572,-117.7466,276
39.6836,-80.4576,276
33.7092,-108.7616,276
32.2776,-92.7141,276
41.0523,-76.6749,276
59.4397,-151.711,276
34.9147,-87.2716,276
33.3892,-86.036,276
36.0044,-91.2518,276
41.7076,-92.5575,276
38.367,-92.216,276
38.6849,-90.3296,276
39.7624,-92.6238,276
39.1396,-92.458,276
43.1434,-84.1685,276
44.0004,-96.6485,276
38.7187,-80.654,277
35.8176,-77.4569,277
39.7363,-79.4516,277
33.5366,-83.0813,277
42.3999,-92.7988,277
41.8254,-95.3404,277
41.8023,-90.3542,277
42.9589,-91.367,277
36.5294,-95.7011,277
42.3529,-114.5838,277
40.5117,-80.6261,277
38.6434,-90.4333,277
48.0135,-96.2137,277
39.5994,-97.8613,277
30.7697,-85.8465,278
29.7664,-97.8279,278
41.0723,-76.8188,278
35.6444,-92.3137,278
34.9136,-90.3074,278
43.0739,-72.4551,278
39.5423,-90.3303,278
42.9661,-96.1827,278
43.2165,-92.0892,278
40.4398,-93.7747,278
41.774,-86.7887,278
38.089,-95.0101,278
39.2531,-99.5635,278
39.6767,-95.4249,278
32.5679,-89.334,278
44.183,-98.3684,278
36.7033,-78.0318,279
32.4833,-97.326,279
31.7752,-97.8304,279
40.5998,-96.5111,279
35.0501,-89.1888,279
39.7596,-76.696,279
40.5731,-89.7245,279
37.4499,-88.3051,279
40.989,-84.5837,279
39.2399,-94.3011,279
40.2652,-94.1952,279
33.7296,-85.4312,280
34.5424,-91.7603,280
40.798,-90.1632,280
40.1011,-89.9652,280
43.0595,-91.4556,280
36.4601,-97.1796,280
43.8146,-111.1586,280
42.5788,-89.7895,281
26.5043,-80.1091,281
30.7753,-85.812,281
38.9372,-74.9649,281
32.1383,-95.4871,281
32.1768,-93.3055,281
43.2738,-75.1889,281
40.1519,-90.0115,281
39.4181,-88.2882,281
41.1792,-85.6243,281
41.7555,-92.1859,281
34.9673,-96.253,281
36.8077,-102.2518,281
40.3533,-83.2628,281
31.8698,-90.1648,281
38.2955,-85.5856,281
36.5688,-88.8108,281
45.2022,-91.8975,282
45.5114,-90.7148,282
27.8083,-81.5694,282
41.8381,-76.1776,282
40.4846,-103.3536,282
34.449,-85.7808,282
40.4663,-88.2767,282
40.962,-92.6348,282
40.6929,-92.2738,282
44.4203,-86.1454,282
48.1669,-118.9724,283
36.8553,-77.8937,283
31.7412,-96.5435,283
35.76,-78.0591,283
40.6584,-96.6615,283
31.7332,-87.209,283
39.9161,-87.9353,283
39.2577,-84.8226,283
35.3637,-96.4571,283
39.5634,-84.6396,283
38.8136,-92.5906,283
45.6148,-95.7377,283
45.6078,-91.7789,284
35.0638,-77.3553,284
46.1467,-103.1427,284
34.334,-87.9299,284
35.1419,-91.7808,284
31.1759,-83.5876,284
43.0361,-92.4584,284
38.9387,-90.7468,284
36.7875,-93.5034,284
38.618,-92.409,284
45.1589,-87.1667,285
31.7281,-97.1123,285
40.8539,-90.8621,285
41.6942,-89.0863,285
43.3786,-94.0963,285
40.6868,-95.5686,285
41.9342,-94.2008,285
36.1695,-94.8526,285
39.4908,-81.8667,285
39.2692,-92.7042,285
39.1252,-91.0577,285
45.8191,-94.4075,285
32.8056,-90.9246,285
45.7192,-123.8943,285
39.4937,-79.6399,286
38.0586,-80.706,286
32.012,-96.2855,286
34.7691,-79.445,286
